         MJD         m       dm   uJy  duJy F  err  chi/N        RA       Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  __tmp_SN c1_mean c1_mean_err c1_stdev c1_stdev_err c1_X2norm c1_Nvalid c1_Nnan c2_mean c2_mean_err c2_stdev c2_stdev_err c2_X2norm c2_Ngood c2_Nclip c2_Nmask c2_Nnan
58109.552672 19.841877      NaN   -17    14 c    0   1.63 160.25912 -27.08345  2880.78  8742.31 4.82 4.45  36.1 -0.400    19.00 21.95 02a58109o0411c 0x000000 -1.214286   -1.21        5.18    24.29         6.07      2.34         8       0   -6.66        5.44    14.23         3.80      0.93        7        1        0       0
58109.559602 19.696897      NaN    -8    16 c    0   1.33 160.25912 -27.08345  2860.41  8860.21 4.76 4.26  62.1 -0.454    19.27 21.97 02a58109o0426c 0x000000 -0.500000   -6.15        5.99    17.47         4.37      0.92         8       0   -6.15        5.99    17.47         4.37      0.92        8        0        0       0
58161.503725 20.282105      NaN     4     8 c    0   1.22 160.25912 -27.08345  4836.63  2001.82 2.78 2.53  50.9 -0.409    19.79 21.84 02a58161o0641c 0x000000  0.500000    4.05        2.71    11.81         2.95      2.38         8       0    4.05        2.71    11.81         2.95      2.38        8        0        0       0
58161.509700 20.449472      NaN   -11     8 c    0   1.08 160.25912 -27.08345  4819.49  1962.64 2.87 2.61  56.0 -0.401    19.74 21.83 02a58161o0654c 0x000000 -1.375000    0.48        3.02    10.62         2.66      1.50         8       0    0.48        3.02    10.62         2.66      1.50        8        0        0       0
58161.517015 19.979496      NaN    13     8 c    0   1.09 160.25912 -27.08345  4871.68  2043.07 2.91 2.64  56.3 -0.399    19.71 21.85 02a58161o0670c 0x000000  1.625000   -2.64        2.85     7.86         1.97      0.98         8       0   -2.64        2.85     7.86         1.97      0.98        8        0        0       0
58161.530702 20.321591      NaN    -6     9 c    0   0.84 160.25912 -27.08345  4891.95  1924.92 2.86 2.59  51.2 -0.400    19.74 21.84 02a58161o0700c 0x000000 -0.666667    4.45        2.99     8.51         2.13      1.00         8       0    4.45        2.99     8.51         2.13      1.00        8        0        0       0
58193.400077 20.321591      NaN    -5     9 c    0   0.95 160.25912 -27.08345  7972.06  2690.51 2.50 2.35  69.9 -0.433    19.75 21.57 02a58193o0367c 0x000000 -0.555556    5.27        3.02     9.77         2.44      1.43         8       0    5.27        3.02     9.77         2.44      1.43        8        0        0       0
58193.409227 20.321591      NaN     3     8 c    0   1.62 160.25912 -27.08345  7938.59  2651.55 2.57 2.42  70.3 -0.441    19.74 21.56 02a58193o0387c 0x000000  0.375000   -0.01        2.98     7.54         1.88      0.80         8       0   -0.01        2.98     7.54         1.88      0.80        8        0        0       0
58193.410598 20.207197      NaN    -4    10 c    0   0.87 160.25912 -27.08345  8007.15  2729.41 2.48 2.36  69.7 -0.433    19.76 21.55 02a58193o0390c 0x000000 -0.400000   -3.71        2.84     8.15         2.04      1.03         8       0   -3.71        2.84     8.15         2.04      1.03        8        0        0       0
58193.423286 20.207197      NaN    -1    10 c    0   0.91 160.25912 -27.08345  8026.30  2610.75 2.60 2.50  59.8 -0.434    19.75 21.54 02a58193o0417c 0x000000 -0.100000   -3.55        3.05     9.49         2.37      1.05         8       0   -3.55        3.05     9.49         2.37      1.05        8        0        0       0
58221.353734 20.137125      NaN     5     9 c    0   1.24 160.25912 -27.08345  1686.22  9087.69 2.52 2.26   6.2 -0.443    19.68 21.52 02a58221o0276c 0x000000  0.555556   -5.78        3.16     4.21         1.05      0.24         8       0   -5.78        3.16     4.21         1.05      0.24        8        0        0       0
58221.362709 20.207197      NaN   -12    10 c    0   1.20 160.25912 -27.08345  1670.44  9047.20 2.53 2.35   8.0 -0.449    19.69 21.55 02a58221o0295c 0x000000 -1.200000   -2.30        3.46     8.85         2.21      0.86         8       0   -2.30        3.46     8.85         2.21      0.86        8        0        0       0
58221.371479 20.207197      NaN    -8    10 c    0   0.76 160.25912 -27.08345  1742.07  9124.59 2.55 2.35  13.5 -0.457    19.65 21.56 02a58221o0314c 0x000000 -0.800000   -2.00        3.47     6.62         1.66      0.52         8       0   -2.00        3.47     6.62         1.66      0.52        8        0        0       0
58221.380232 20.449472      NaN    -1     8 c    0   2.23 160.25912 -27.08345  1762.40  9008.64 2.52 2.38   4.1 -0.450    19.67 21.51 02a58221o0333c 0x400110 -0.125000   -4.11        3.33    14.79         3.70      2.69         8       0   -4.11        3.33    14.79         3.70      2.69        8        0        0       0
58225.343155 18.452558      NaN    64    29 c    0   1.29 160.25912 -27.08345  5505.74  2666.85 2.74 2.59 -86.7 -0.395    18.22 19.90 02a58225o0258c 0x100002  2.206897  -17.67       10.37    44.89        11.22      2.14         8       0   -3.02       15.95     7.64         3.12      0.08        3        0        5       0
58225.350942 19.014394      NaN    27    21 c    0   0.89 160.25912 -27.08345  5489.32  2629.48 2.78 2.62 -82.2 -0.394    18.76 20.49 02a58225o0275c 0x002000  1.285714    0.87        7.11    19.32         4.83      0.93         8       0    0.87        7.11    19.32         4.83      0.93        8        0        0       0
58225.358732 19.212347      NaN   -32    25 c    0   0.96 160.25912 -27.08345  5559.07  2707.14 2.75 2.62  88.8 -0.394    18.59 20.28 02a58225o0292c 0x002000 -1.280000    6.52        8.01    30.14         7.53      1.82         8       0    6.52        8.01    30.14         7.53      1.82        8        0        0       0
58225.366555 18.410251      NaN    31    42 c    0   0.92 160.25912 -27.08345  5578.79  2590.00 2.78 2.61 -81.2 -0.390    18.18 19.92 02a58225o0309c 0x100002  0.738095   18.59       13.87    42.17        10.54      1.02         8       0     NaN         NaN      NaN          NaN       NaN        0        0        8       0
58250.303509 19.816329      NaN    10    11 c    0   1.21 160.25912 -27.08345  4579.31  1474.57 2.80 2.62  77.1 -0.384    19.25 20.95 02a58250o0133c 0x000000  0.909091    2.03        4.36    18.92         4.73      2.48         8       0    2.03        4.36    18.92         4.73      2.48        8        0        0       0
58250.311407 19.014394      NaN    33    19 c    0   1.44 160.25912 -27.08345  4563.66  1436.28 2.89 2.73  81.5 -0.386    19.16 20.87 02a58250o0150c 0x000000  1.736842  -12.40        7.25    22.66         5.67      1.24         8       0  -12.40        7.25    22.66         5.67      1.24        8        0        0       0
58250.319247 19.696897      NaN    -3    16 c    0   0.93 160.25912 -27.08345  4634.26  1513.92 2.85 2.68  89.6 -0.380    19.18 20.85 02a58250o0167c 0x000000 -0.187500   13.94        5.08    14.98         3.75      1.00         8       0   13.94        5.08    14.98         3.75      1.00        8        0        0       0
58250.326612 19.816329      NaN     1    14 c    0   1.11 160.25912 -27.08345  4653.71  1395.72 2.89 2.71  87.4 -0.385    19.16 20.85 02a58250o0183c 0x400110  0.071429    1.87        4.56    20.97         5.24      2.80         8       0    1.87        4.56    20.97         5.24      2.80        8        0        0       0
58257.291764 20.009244      NaN    -9    12 c    0   0.96 160.25912 -27.08345  5203.20  1846.90 3.25 3.02  69.3 -0.385    19.35 21.18 02a58257o0126c 0x000000 -0.750000   -1.91        4.57     6.58         1.65      0.25         8       0   -1.91        4.57     6.58         1.65      0.25        8        0        0       0
58257.299760 19.841877      NaN   -30    14 c    0   1.01 160.25912 -27.08345  5187.57  1807.57 3.42 3.25  70.3 -0.382    19.24 21.17 02a58257o0143c 0x000000 -2.142857    1.46        5.07    12.58         3.15      0.78         8       0    1.46        5.07    12.58         3.15      0.78        8        0        0       0
58257.307165 19.609992      NaN    19    11 c    0   1.29 160.25912 -27.08345  5240.33  1885.06 2.97 2.79  69.8 -0.393    19.41 21.14 02a58257o0159c 0x000000  1.727273   -5.26        3.82    15.67         3.92      2.03         8       0   -9.95        4.07     8.04         2.15      0.53        7        1        0       0
58257.315053 19.609992      NaN    13    13 c    0   0.96 160.25912 -27.08345  5259.96  1768.10 2.98 2.83  65.7 -0.393    19.37 21.11 02a58257o0176c 0x000000  1.000000   -3.26        4.53    13.23         3.31      1.05         8       0   -3.26        4.53    13.23         3.31      1.05        8        0        0       0
58281.262885 19.696897      NaN   -10    16 c    0   1.08 160.25912 -27.08345  6691.69   941.16 3.35 2.81 -64.2 -0.368    19.22 20.94 02a58281o0005c 0x000000 -0.625000    5.98        5.11    12.94         3.23      0.75         8       0    5.98        5.11    12.94         3.23      0.75        8        0        0       0
58281.267559 18.534680      NaN    59    27 c    0   0.76 160.25912 -27.08345   850.00 10512.91 3.06 2.80 -73.2 -0.408    19.24 21.04 02a58281o0015c 0x000000  2.185185   10.20       10.97   187.64        46.91      1.02         8       0   13.34       12.40    17.35         7.08      0.67        3        0        5       0
58281.270817 19.816329      NaN     1    14 c    0   0.83 160.25912 -27.08345  6740.11  1019.67 3.42 3.04 -66.0 -0.369    19.28 21.16 02a58281o0022c 0x000000  0.071429    2.24        4.76    18.42         4.61      1.85         8       0    2.24        4.76    18.42         4.61      1.85        8        0        0       0
58281.278241 19.529530      NaN    23    11 c    0   1.63 160.25912 -27.08345  6757.86   901.60 3.05 2.78 -68.3 -0.382    19.39 21.24 02a58281o0038c 0x000000  2.090909   -3.24        4.34    10.71         2.68      0.69         8       0   -3.24        4.34    10.71         2.68      0.69        8        0        0       0
58285.250544 18.208845      NaN   -94    63 c    0   0.82 160.25912 -27.08345  1972.70 10177.08 3.27 2.87  81.2 -0.406    17.60 18.81 02a58285o0020c 0x100002 -1.492063    7.47       21.33    58.35        14.59      0.95         8       0     NaN         NaN      NaN          NaN       NaN        0        0        8       0
58285.253330 18.816441      NaN    -5    36 c    0   1.07 160.25912 -27.08345  1955.20 10133.81 3.08 2.73  86.6 -0.400    18.16 19.37 02a58285o0026c 0x100002 -0.138889   -7.76       13.15    32.37         8.09      0.74         8       0     NaN         NaN      NaN          NaN       NaN        0        0        8       0
58285.255671 19.302877      NaN   -24    23 c    0   1.17 160.25912 -27.08345  7836.50   537.41 3.26 2.75 -62.5 -0.385    18.64 19.93 02a58285o0031c 0x000000 -1.043478    0.43        8.16    19.13         4.78      0.72         8       0    0.43        8.16    19.13         4.78      0.72        8        0        0       0
58285.257970 19.454622      NaN    -4    20 c    0   1.14 160.25912 -27.08345  2006.72 10210.41 3.02 2.69  81.3 -0.397    18.72 20.07 02a58285o0036c 0x000000 -0.200000   11.44        6.58    16.63         4.16      0.88         8       0   11.44        6.58    16.63         4.16      0.88        8        0        0       0
58285.261764 19.302877      NaN     9    20 c    0   0.75 160.25912 -27.08345  7817.77   497.57 3.04 2.70 -62.8 -0.392    19.12 20.59 02a58285o0044c 0x000000  0.450000    4.64        5.88    22.20         5.55      1.81         8       0    4.64        5.88    22.20         5.55      1.81        8        0        0       0
58285.264575 19.841877      NaN    -7    14 c    0   0.97 160.25912 -27.08345  2024.53 10090.13 2.93 2.63  83.6 -0.415    19.05 20.55 02a58285o0050c 0x000000 -0.500000    3.48        5.68     8.68         2.17      0.30         8       0    3.48        5.68     8.68         2.17      0.30        8        0        0       0
58285.269747 19.766969      NaN   -10    15 c    0   1.25 160.25912 -27.08345  7868.86   575.30 3.01 2.73 -65.5 -0.405    19.18 20.77 02a58285o0061c 0x000000 -0.666667    5.01        5.42    16.46         4.11      1.14         8       0    5.01        5.42    16.46         4.11      1.14        8        0        0       0
58285.277758 19.631075      NaN   -27    17 c    0   0.86 160.25912 -27.08345  7886.41   457.61 2.97 2.78 -71.2 -0.413    19.19 20.76 02a58285o0078c 0x000000 -1.588235   -8.22        5.71    13.41         3.35      0.71         8       0   -8.22        5.71    13.41         3.35      0.71        8        0        0       0
58485.620168 20.207197      NaN   -22    10 c    0   1.23 160.25912 -27.08345  5237.50  1247.07 3.15 3.02 -88.3 -0.400    19.43 21.72 02a58485o0921c 0x000000 -2.200000    2.07        3.60    10.62         2.66      1.14         8       0    2.07        3.60    10.62         2.66      1.14        8        0        0       0
58485.626572 20.207197      NaN   -11    10 c    0   0.97 160.25912 -27.08345  5222.73  1206.02 3.01 2.83  57.2 -0.408    19.50 21.68 02a58485o0935c 0x000000 -1.100000    2.48        3.74     8.08         2.02      0.59         8       0    2.48        3.74     8.08         2.02      0.59        8        0        0       0
58485.639431 19.922338      NaN   -14    13 c    0   0.92 160.25912 -27.08345  5291.62  1285.65 3.34 3.19  57.5 -0.403    19.38 21.61 02a58485o0963c 0x000000 -1.076923    4.12        4.19    12.51         3.13      1.35         8       0    9.48        4.62     6.51         1.74      0.30        7        1        0       0
58485.649501 20.137125      NaN     2    10 c    0   1.06 160.25912 -27.08345  5307.67  1170.87 2.82 2.65  89.3 -0.400    19.52 21.56 02a58485o0985c 0x000000  0.200000    1.50        3.47    14.40         3.60      2.03         8       0    1.50        3.47    14.40         3.60      2.03        8        0        0       0
58489.606826 20.405150      NaN     1     8 c    0   1.44 160.25912 -27.08345  1694.19  3144.18 2.62 2.55  80.3 -0.384    19.62 21.89 02a58489o0504c 0x000000  0.125000    1.84        3.26    13.76         3.44      2.23         8       0    1.84        3.26    13.76         3.44      2.23        8        0        0       0
58489.616507 20.321591      NaN    -1     9 c    0   1.11 160.25912 -27.08345  1678.82  3104.98 2.63 2.53  69.1 -0.389    19.62 21.86 02a58489o0525c 0x000000 -0.111111   -1.15        3.07     8.07         2.02      0.94         8       0   -1.15        3.07     8.07         2.02      0.94        8        0        0       0
58489.625726 20.207197      NaN    -8    10 c    0   0.79 160.25912 -27.08345  1729.96  3184.49 2.71 2.58  78.9 -0.387    19.58 21.83 02a58489o0545c 0x000000 -0.800000    7.92        3.20     7.01         1.75      0.59         8       0    7.92        3.20     7.01         1.75      0.59        8        0        0       0
58489.635434 20.171596      NaN     7     8 c    0   1.31 160.25912 -27.08345  1747.73  3069.22 2.72 2.61  84.9 -0.384    19.56 21.78 02a58489o0566c 0x000000  0.875000   -0.56        3.05    12.04         3.01      1.89         8       0   -0.56        3.05    12.04         3.01      1.89        8        0        0       0
58493.541840 19.950541      NaN     5    11 c    0   1.04 160.25912 -27.08345 10099.02  1604.40 2.78 2.62  67.0 -0.417    19.61 21.61 02a58493o0747c 0x000000  0.454545   -3.67        3.66     8.04         2.01      0.59         8       0   -3.67        3.66     8.04         2.01      0.59        8        0        0       0
58493.551778 20.009244      NaN    -6    12 c    0   0.74 160.25912 -27.08345 10114.65  1639.26 2.84 2.70  71.7 -0.417    19.59 21.68 02a58493o0768c 0x000000 -0.500000    9.27        3.78     4.72         1.18      0.18         8       0    9.27        3.78     4.72         1.18      0.18        8        0        0       0
58493.559028 20.103715      NaN     6     9 c    0   1.18 160.25912 -27.08345   346.30  1582.27 2.51 2.37  50.4 -0.457    19.61 21.65 02a58493o0783c 0x000000  0.666667    1.26        3.51     9.75         2.44      1.01         8       0    1.26        3.51     9.75         2.44      1.01        8        0        0       0
58493.566805 19.950541      NaN     5    11 c    0   0.91 160.25912 -27.08345 10056.76  1562.49 2.86 2.73  72.0 -0.410    19.57 21.74 02a58493o0800c 0x000000  0.454545    0.43        3.78    13.54         3.39      1.34         8       0    0.43        3.78    13.54         3.39      1.34        8        0        0       0
58493.568178 20.207197      NaN   -20    10 c    0   0.80 160.25912 -27.08345   364.82  1618.21 2.63 2.39  42.8 -0.460    19.61 21.72 02a58493o0803c 0x000000 -2.000000   -1.37        3.51     7.03         1.76      0.54         8       0   -1.37        3.51     7.03         1.76      0.54        8        0        0       0
58493.571838 20.071303      NaN     4    10 c    0   1.03 160.25912 -27.08345   291.06  1540.61 2.61 2.47  41.7 -0.449    19.55 21.70 02a58493o0811c 0x000000  0.400000    0.40        3.66    15.03         3.76      2.24         8       0    0.40        3.66    15.03         3.76      2.24        8        0        0       0
58493.574584 19.652575      NaN    23     9 c    0   1.17 160.25912 -27.08345 10032.83  1678.54 2.83 2.63 -62.7 -0.403    19.60 21.73 02a58493o0817c 0x000000  2.555556   -4.91        3.55     7.09         1.77      0.55         8       0   -4.91        3.55     7.09         1.77      0.55        8        0        0       0
58493.581902 20.321591      NaN    -2     9 c    0   1.04 160.25912 -27.08345   269.77  1656.99 2.67 2.46  44.7 -0.444    19.54 21.77 02a58493o0833c 0x000000 -0.222222    1.49        3.22     9.37         2.34      1.17         8       0    1.49        3.22     9.37         2.34      1.17        8        0        0       0
58573.378869 20.207197      NaN    -9    10 c    0   1.31 160.25912 -27.08345  9374.93  3159.05 2.56 2.45  67.4 -0.390    19.40 21.30 02a58573o0344c 0x000000 -0.900000   -2.21        3.72     9.07         2.27      0.73         8       0   -2.21        3.72     9.07         2.27      0.73        8        0        0       0
58573.386245 19.922338      NaN    -5    13 c    0   0.76 160.25912 -27.08345  9356.93  3122.16 2.49 2.38 -87.7 -0.393    19.36 21.22 02a58573o0360c 0x000000 -0.384615   -2.11        3.80    11.10         2.77      1.04         8       0   -2.11        3.80    11.10         2.77      1.04        8        0        0       0
58573.394187 20.171596 0.245166    31     7 c    0   3.05 160.25912 -27.08345  9409.40  3199.36 2.67 2.37 -60.1 -0.402    19.52 21.46 02a58573o0377c 0x001000  4.428571   -2.11        3.71    13.11         3.28      1.51         8       0   -2.11        3.71    13.11         3.28      1.51        8        0        0       0
58573.401519 20.207197      NaN   -11    10 c    0   1.09 160.25912 -27.08345  9427.41  3084.60 2.66 2.35 -61.4 -0.401    19.58 21.45 02a58573o0393c 0x000000 -1.100000    0.86        3.49    10.05         2.51      1.09         8       0    0.86        3.49    10.05         2.51      1.09        8        0        0       0
58577.381225 20.103715      NaN    -6    11 c    0   0.83 160.25912 -27.08345  4142.16  7055.12 2.61 2.45  54.2 -0.399    19.52 21.46 02a58577o0346c 0x000000 -0.545455   -3.24        3.42     8.41         2.10      0.81         8       0   -3.24        3.42     8.41         2.10      0.81        8        0        0       0
58577.389542 20.321591      NaN    -9     9 c    0   1.75 160.25912 -27.08345  4107.50  7016.39 2.62 2.36  53.8 -0.389    19.56 21.44 02a58577o0364c 0x000000 -1.000000   -0.30        3.47     7.18         1.80      0.53         8       0   -0.30        3.47     7.18         1.80      0.53        8        0        0       0
58577.398325 20.207197      NaN    -6    10 c    0   1.07 160.25912 -27.08345  4177.86  7094.69 2.74 2.47  54.2 -0.385    19.49 21.46 02a58577o0383c 0x000000 -0.600000   -1.20        3.56    10.38         2.59      1.08         8       0   -1.20        3.56    10.38         2.59      1.08        8        0        0       0
58577.406664 20.103715      NaN    -1    11 c    0   0.94 160.25912 -27.08345  4196.53  6979.04 2.55 2.42  75.2 -0.401    19.53 21.45 02a58577o0401c 0x000000 -0.090909    4.12        3.70     6.09         1.52      0.32         8       0    4.12        3.70     6.09         1.52      0.32        8        0        0       0
58581.380593 19.868040      NaN    11    10 c    0   1.12 160.25912 -27.08345  3612.50  5117.60 2.67 2.37  49.0 -0.390    19.56 21.43 02a58581o0336c 0x000000  1.100000   -0.96        3.51    11.66         2.91      1.52         8       0   -0.96        3.51    11.66         2.91      1.52        8        0        0       0
58581.389332 20.207197      NaN     0    10 c    0   1.16 160.25912 -27.08345  3595.72  5080.83 2.80 2.30  47.7 -0.382    19.53 21.38 02a58581o0355c 0x000000  0.000000   -2.33        3.60     8.18         2.04      0.63         8       0   -2.33        3.60     8.18         2.04      0.63        8        0        0       0
58581.399937 20.449472      NaN    -9     8 c    0   1.35 160.25912 -27.08345  3673.16  5159.39 2.42 2.33 -81.5 -0.407    19.57 21.42 02a58581o0377c 0x000000 -1.125000   -2.47        3.19     7.21         1.80      0.56         8       0   -2.47        3.19     7.21         1.80      0.56        8        0        0       0
58581.409403 20.009244      NaN     6    10 c    0   1.30 160.25912 -27.08345  3686.67  5041.23 2.89 2.33  48.9 -0.373    19.50 21.35 02a58581o0397c 0x000000  0.600000   -2.39        3.77     8.16         2.04      0.58         8       0   -2.39        3.77     8.16         2.04      0.58        8        0        0       0
58605.344809 19.922338      NaN     6    11 c    0   0.98 160.25912 -27.08345  6885.05  1248.92 2.73 2.47 -62.1 -0.400    19.44 21.47 02a58605o0227c 0x000000  0.545455    2.11        3.76    12.64         3.16      1.36         8       0    2.11        3.76    12.64         3.16      1.36        8        0        0       0
58605.353743 20.103715      NaN   -19    11 c    0   1.08 160.25912 -27.08345  6867.64  1213.36 2.69 2.50 -69.4 -0.396    19.40 21.42 02a58605o0246c 0x000000 -1.727273   -5.68        3.72     6.95         1.74      0.46         8       0   -5.68        3.72     6.95         1.74      0.46        8        0        0       0
58605.362130 20.009244      NaN     6    10 c    0   1.37 160.25912 -27.08345  6936.63  1291.05 2.70 2.50 -73.0 -0.397    19.34 21.42 02a58605o0264c 0x000000  0.600000   -0.37        3.59    10.73         2.68      1.14         8       0   -0.37        3.59    10.73         2.68      1.14        8        0        0       0
58605.370995 19.950541      NaN     5    11 c    0   0.86 160.25912 -27.08345  6955.52  1173.90 2.69 2.50 -71.9 -0.394    19.36 21.38 02a58605o0283c 0x000000  0.454545   -0.79        4.14     8.37         2.09      0.55         8       0   -0.79        4.14     8.37         2.09      0.55        8        0        0       0
58609.310566 19.868040      NaN     8    11 c    0   1.22 160.25912 -27.08345  2185.07  7039.21 2.78 2.48  49.6 -0.371    19.60 21.56 02a58609o0067c 0x000000  0.727273   -0.68        3.53    11.49         2.87      1.21         8       0   -0.68        3.53    11.49         2.87      1.21        8        0        0       0
58609.317561 19.674510      NaN    19    10 c    0   1.04 160.25912 -27.08345  2169.43  7000.72 2.62 2.46  56.1 -0.380    19.61 21.51 02a58609o0082c 0x000000  1.900000    1.99        3.58    13.09         3.27      1.54         8       0    1.99        3.58    13.09         3.27      1.54        8        0        0       0
58609.324545 20.103715      NaN   -20    11 c    0   1.10 160.25912 -27.08345  2239.71  7078.82 2.65 2.46 -69.9 -0.396    19.57 21.49 02a58609o0097c 0x000000 -1.818182    0.55        3.72     8.83         2.21      0.58         8       0    0.55        3.72     8.83         2.21      0.58        8        0        0       0
58609.331501 20.207197      NaN    -1    10 c    0   0.79 160.25912 -27.08345  2258.13  6963.32 2.65 2.49 -77.9 -0.396    19.58 21.49 02a58609o0112c 0x000000 -0.100000   -0.24        3.52     9.63         2.41      0.92         8       0   -0.24        3.52     9.63         2.41      0.92        8        0        0       0
58633.266445 20.071303      NaN     1    11 c    0   1.11 160.25912 -27.08345  7454.42  9988.80 3.03 2.50  50.1 -0.391    19.48 21.16 02a58633o0081c 0x000000  0.090909   -6.08        3.93    18.68         4.67      2.39         8       0   -6.08        3.93    18.68         4.67      2.39        8        0        0       0
58633.269200 19.791368      NaN     8    12 c    0   0.90 160.25912 -27.08345  7435.30  9949.01 3.03 2.53  52.2 -0.385    19.46 21.17 02a58633o0087c 0x080010  0.666667    0.11        3.88    17.48         4.37      2.50         8       0    4.39        4.14    13.45         3.59      1.49        7        1        0       0
58633.274775 20.103715      NaN   -11    11 c    0   1.03 160.25912 -27.08345  7495.90 10027.01 3.00 2.50  52.0 -0.391    19.47 21.17 02a58633o0099c 0x000000 -1.000000   -3.85        4.10    14.14         3.53      1.50         8       0   -3.85        4.10    14.14         3.53      1.50        8        0        0       0
58633.284476 20.039830      NaN     2    11 c    0   1.06 160.25912 -27.08345  7516.48  9909.84 3.04 2.54  51.5 -0.389    19.46 21.19 02a58633o0120c 0x000000  0.181818    5.73        4.21     7.72         1.93      0.44         8       0    5.73        4.21     7.72         1.93      0.44        8        0        0       0
58637.280567 20.103715      NaN    -6    11 c    0   0.81 160.25912 -27.08345  2883.98  8020.11 2.82 2.48  55.2 -0.373    19.52 21.26 02a58637o0103c 0x000000 -0.545455    3.02        3.33    10.00         2.50      1.20         8       0    3.02        3.33    10.00         2.50      1.20        8        0        0       0
58637.298043 20.207197      NaN    -4    10 c    0   1.03 160.25912 -27.08345  2868.21  7978.25 2.56 2.50  71.5 -0.394    19.49 21.30 02a58637o0140c 0x000000 -0.400000   -3.70        3.82    13.77         3.44      1.63         8       0   -3.70        3.82    13.77         3.44      1.63        8        0        0       0
58637.301897 20.321591 0.361912    27     9 c    0   1.53 160.25912 -27.08345  2928.69  8057.66 2.56 2.45  84.2 -0.391    19.51 21.27 02a58637o0148c 0x000000  3.000000   -2.03        3.66     8.67         2.17      0.87         8       0   -2.03        3.66     8.67         2.17      0.87        8        0        0       0
58637.307934 19.318728      NaN    32    12 c    0   1.31 160.25912 -27.08345  2949.14  7939.77 2.70 2.44  62.8 -0.377    19.43 21.27 02a58637o0161c 0x000000  2.666667    7.53        3.74    11.56         2.89      1.32         8       0    7.53        3.74    11.56         2.89      1.32        8        0        0       0
58789.633208 19.491430      NaN    16    14 c    0   0.98 160.25912 -27.08345  9658.46  2468.05 2.64 2.53   8.7 -0.391    19.29 20.98 02a58789o0864c 0x000000  1.142857    0.96        4.76    12.76         3.19      0.93         8       0    0.96        4.76    12.76         3.19      0.93        8        0        0       0
58789.636510 19.950541      NaN     2    12 c    0   1.09 160.25912 -27.08345  9678.42  2507.51 2.56 2.45   6.1 -0.391    19.34 20.92 02a58789o0871c 0x000000  0.166667    4.58        4.18     8.08         2.02      0.47         8       0    4.58        4.18     8.08         2.02      0.47        8        0        0       0
58789.640246 19.950541      NaN     5    11 c    0   1.78 160.25912 -27.08345  9620.54  2428.52 2.55 2.42 -44.4 -0.402    19.27 20.70 02a58789o0879c 0x080030  0.454545  -16.43        4.83    25.10         6.28      3.42         8       0  -10.53        5.15    19.68         5.26      2.15        7        1        0       0
58789.643498 19.569016      NaN     3    17 c    0   0.93 160.25912 -27.08345  9599.66  2545.04 2.53 2.37 -52.6 -0.401    19.05 20.28 02a58789o0886c 0x000000  0.176471    1.47        5.81     9.93         2.48      0.41         8       0    1.47        5.81     9.93         2.48      0.41        8        0        0       0
58841.539603 20.449472      NaN    -7     8 c    0   1.08 160.25912 -27.08345  7693.37  2527.19 2.49 2.40  26.4 -0.386    19.67 21.69 02a58841o0757c 0x000000 -0.875000   -1.75        2.90     5.81         1.45      0.44         8       0   -1.75        2.90     5.81         1.45      0.44        8        0        0       0
58841.542411 20.207197      NaN    -2    10 c    0   0.88 160.25912 -27.08345  7713.14  2566.24 2.45 2.37  44.2 -0.390    19.45 21.40 02a58841o0763c 0x000000 -0.200000   -4.79        3.07     6.61         1.65      0.52         8       0   -4.79        3.07     6.61         1.65      0.52        8        0        0       0
58841.548631 20.495680      NaN     2     7 c    0   1.29 160.25912 -27.08345  7651.03  2488.95 2.55 2.41  31.6 -0.384    19.66 21.70 02a58841o0776c 0x000000  0.285714   -4.03        2.93     6.73         1.68      0.66         8       0   -4.03        2.93     6.73         1.68      0.66        8        0        0       0
58841.558698 20.321591      NaN    -3     9 c    0   1.11 160.25912 -27.08345  7626.85  2606.11 2.68 2.37  28.3 -0.380    19.68 21.74 02a58841o0796c 0x000000 -0.333333    0.51        3.10    10.46         2.62      1.53         8       0    0.51        3.10    10.46         2.62      1.53        8        0        0       0
58845.614233 20.039830      NaN    11     8 c    0   1.20 160.25912 -27.08345  4812.78  7940.07 2.77 2.50  38.7 -0.384    19.73 21.88 02a58845o0814c 0x000000  1.375000   -0.30        2.93     9.15         2.29      1.16         8       0   -0.30        2.93     9.15         2.29      1.16        8        0        0       0
58845.617956 20.039830 0.279189    35     9 c    0   1.03 160.25912 -27.08345  4795.24  7901.09 2.81 2.56  42.4 -0.381    19.66 21.84 02a58845o0822c 0x000000  3.888889   -3.20        3.19    12.77         3.19      1.95         8       0   -3.20        3.19    12.77         3.19      1.95        8        0        0       0
58845.623932 19.766969      NaN     3    14 c    0   1.14 160.25912 -27.08345  4856.48  7977.51 2.71 2.49  40.5 -0.389    19.24 21.26 02a58845o0835c 0x000000  0.214286    6.01        4.87    14.69         3.67      1.27         8       0    6.01        4.87    14.69         3.67      1.27        8        0        0       0
58869.443306 20.321591      NaN    -2     9 c    0   1.43 160.25912 -27.08345  9364.76   790.83 2.72 2.31 -59.4 -0.415    19.66 21.87 02a58869o0512c 0x000000 -0.222222    0.10        3.00     8.31         2.08      1.09         8       0    0.10        3.00     8.31         2.08      1.09        8        0        0       0
